date,listing_id_encod,listing_id,reviewer_id,reviewer_name,comments,host_id,host_name,host_description,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
2013-04-11,22,536691,3702633,Alexandra,The reservation was canceled 25 days before arrival. This is an automated posting.,2636194,Cecilia,"Charming flat in Södermalm <b>The space</b><br />Welcome to a very light and sunny 2.5 rooms flat in Södermalm. <br />The flat is located on the fifth floor of a 1930's charming building with elevator and has a bedroom with a double bed, a fully equipped kitchen, a separate dining area, a living room, a bath room with a bath-tub, an open fire place and two balconies. WiFi access <br /> <br />It is situated right in the center of Södermalm, Stockholm, with lots of restaurants, bars, cafés, in the area. You will also find banks, all forms of shops, grocery stores and the public metro within walking distance.  <br />The area offers great walking, nice parks and you are 10 minutes walk from the Old Town, 'Gamla Stan'. <br /> <br />It takes 15 minutes to reach the central station and to continue to Arlanda Airport with Arlanda Express train, you arrive in 20 minutes. <br />You also have the option of taking the airport coach, which takes 40 minutes. <br />Airport coaches to Bromma Airport and Skavsta, stop at the cen",Södermalms,59.31863,18.05503,Entire home/apt,1130.0,90,2022-08-11,0.69,2,4.63,4.73,4.46,4.51,4.7,4.9,4.7
2015-05-15,22,536691,22770296,Alex,The host canceled this reservation 32 days before arrival. This is an automated posting.,2636194,Cecilia,"Charming flat in Södermalm <b>The space</b><br />Welcome to a very light and sunny 2.5 rooms flat in Södermalm. <br />The flat is located on the fifth floor of a 1930's charming building with elevator and has a bedroom with a double bed, a fully equipped kitchen, a separate dining area, a living room, a bath room with a bath-tub, an open fire place and two balconies. WiFi access <br /> <br />It is situated right in the center of Södermalm, Stockholm, with lots of restaurants, bars, cafés, in the area. You will also find banks, all forms of shops, grocery stores and the public metro within walking distance.  <br />The area offers great walking, nice parks and you are 10 minutes walk from the Old Town, 'Gamla Stan'. <br /> <br />It takes 15 minutes to reach the central station and to continue to Arlanda Airport with Arlanda Express train, you arrive in 20 minutes. <br />You also have the option of taking the airport coach, which takes 40 minutes. <br />Airport coaches to Bromma Airport and Skavsta, stop at the cen",Södermalms,59.31863,18.05503,Entire home/apt,1130.0,90,2022-08-11,0.69,2,4.63,4.73,4.46,4.51,4.7,4.9,4.7
2015-10-10,22,536691,30579807,Dimitrios,The host canceled this reservation 5 days before arrival. This is an automated posting.,2636194,Cecilia,"Charming flat in Södermalm <b>The space</b><br />Welcome to a very light and sunny 2.5 rooms flat in Södermalm. <br />The flat is located on the fifth floor of a 1930's charming building with elevator and has a bedroom with a double bed, a fully equipped kitchen, a separate dining area, a living room, a bath room with a bath-tub, an open fire place and two balconies. WiFi access <br /> <br />It is situated right in the center of Södermalm, Stockholm, with lots of restaurants, bars, cafés, in the area. You will also find banks, all forms of shops, grocery stores and the public metro within walking distance.  <br />The area offers great walking, nice parks and you are 10 minutes walk from the Old Town, 'Gamla Stan'. <br /> <br />It takes 15 minutes to reach the central station and to continue to Arlanda Airport with Arlanda Express train, you arrive in 20 minutes. <br />You also have the option of taking the airport coach, which takes 40 minutes. <br />Airport coaches to Bromma Airport and Skavsta, stop at the cen",Södermalms,59.31863,18.05503,Entire home/apt,1130.0,90,2022-08-11,0.69,2,4.63,4.73,4.46,4.51,4.7,4.9,4.7
2015-10-10,22,536691,20922883,Zeynep,The host canceled this reservation 9 days before arrival. This is an automated posting.,2636194,Cecilia,"Charming flat in Södermalm <b>The space</b><br />Welcome to a very light and sunny 2.5 rooms flat in Södermalm. <br />The flat is located on the fifth floor of a 1930's charming building with elevator and has a bedroom with a double bed, a fully equipped kitchen, a separate dining area, a living room, a bath room with a bath-tub, an open fire place and two balconies. WiFi access <br /> <br />It is situated right in the center of Södermalm, Stockholm, with lots of restaurants, bars, cafés, in the area. You will also find banks, all forms of shops, grocery stores and the public metro within walking distance.  <br />The area offers great walking, nice parks and you are 10 minutes walk from the Old Town, 'Gamla Stan'. <br /> <br />It takes 15 minutes to reach the central station and to continue to Arlanda Airport with Arlanda Express train, you arrive in 20 minutes. <br />You also have the option of taking the airport coach, which takes 40 minutes. <br />Airport coaches to Bromma Airport and Skavsta, stop at the cen",Södermalms,59.31863,18.05503,Entire home/apt,1130.0,90,2022-08-11,0.69,2,4.63,4.73,4.46,4.51,4.7,4.9,4.7
2015-10-30,22,536691,11517652,Abe,The host canceled this reservation 30 days before arrival. This is an automated posting.,2636194,Cecilia,"Charming flat in Södermalm <b>The space</b><br />Welcome to a very light and sunny 2.5 rooms flat in Södermalm. <br />The flat is located on the fifth floor of a 1930's charming building with elevator and has a bedroom with a double bed, a fully equipped kitchen, a separate dining area, a living room, a bath room with a bath-tub, an open fire place and two balconies. WiFi access <br /> <br />It is situated right in the center of Södermalm, Stockholm, with lots of restaurants, bars, cafés, in the area. You will also find banks, all forms of shops, grocery stores and the public metro within walking distance.  <br />The area offers great walking, nice parks and you are 10 minutes walk from the Old Town, 'Gamla Stan'. <br /> <br />It takes 15 minutes to reach the central station and to continue to Arlanda Airport with Arlanda Express train, you arrive in 20 minutes. <br />You also have the option of taking the airport coach, which takes 40 minutes. <br />Airport coaches to Bromma Airport and Skavsta, stop at the cen",Södermalms,59.31863,18.05503,Entire home/apt,1130.0,90,2022-08-11,0.69,2,4.63,4.73,4.46,4.51,4.7,4.9,4.7
2017-04-26,22,536691,33438425,Chau Ning,The host canceled this reservation 39 days before arrival. This is an automated posting.,2636194,Cecilia,"Charming flat in Södermalm <b>The space</b><br />Welcome to a very light and sunny 2.5 rooms flat in Södermalm. <br />The flat is located on the fifth floor of a 1930's charming building with elevator and has a bedroom with a double bed, a fully equipped kitchen, a separate dining area, a living room, a bath room with a bath-tub, an open fire place and two balconies. WiFi access <br /> <br />It is situated right in the center of Södermalm, Stockholm, with lots of restaurants, bars, cafés, in the area. You will also find banks, all forms of shops, grocery stores and the public metro within walking distance.  <br />The area offers great walking, nice parks and you are 10 minutes walk from the Old Town, 'Gamla Stan'. <br /> <br />It takes 15 minutes to reach the central station and to continue to Arlanda Airport with Arlanda Express train, you arrive in 20 minutes. <br />You also have the option of taking the airport coach, which takes 40 minutes. <br />Airport coaches to Bromma Airport and Skavsta, stop at the cen",Södermalms,59.31863,18.05503,Entire home/apt,1130.0,90,2022-08-11,0.69,2,4.63,4.73,4.46,4.51,4.7,4.9,4.7
2019-09-17,22,536691,139257605,Daniel,The host canceled this reservation 8 days before arrival. This is an automated posting.,2636194,Cecilia,"Charming flat in Södermalm <b>The space</b><br />Welcome to a very light and sunny 2.5 rooms flat in Södermalm. <br />The flat is located on the fifth floor of a 1930's charming building with elevator and has a bedroom with a double bed, a fully equipped kitchen, a separate dining area, a living room, a bath room with a bath-tub, an open fire place and two balconies. WiFi access <br /> <br />It is situated right in the center of Södermalm, Stockholm, with lots of restaurants, bars, cafés, in the area. You will also find banks, all forms of shops, grocery stores and the public metro within walking distance.  <br />The area offers great walking, nice parks and you are 10 minutes walk from the Old Town, 'Gamla Stan'. <br /> <br />It takes 15 minutes to reach the central station and to continue to Arlanda Airport with Arlanda Express train, you arrive in 20 minutes. <br />You also have the option of taking the airport coach, which takes 40 minutes. <br />Airport coaches to Bromma Airport and Skavsta, stop at the cen",Södermalms,59.31863,18.05503,Entire home/apt,1130.0,90,2022-08-11,0.69,2,4.63,4.73,4.46,4.51,4.7,4.9,4.7
2016-10-08,23,556363,3585725,Mette Lykke,The host canceled this reservation 8 days before arrival. This is an automated posting.,2735709,Lennard,"Spacious apartment at top location <b>The space</b><br />Spacious apartment at top location. This light apartment offers all the comfort to make your visit to Stockholm pleasant. At the moment one bedroom is looked and not open for guests.  Bathroom is under construction but everything works fine. <br />Everything you need is just around the corner.<br />This is a very nice, large and fully equipped apartment.<br />Subway across the street and bus stations nearby. In the middle of many restaurants and cafés in the area, from Vanadisplan to Rörstrandsgatan and also close to Vasaparken which lays between the two squares Odenplan and Sankt Eriksplan.<br /><br />Facts about the apartment: Number of rooms: 2,5<br />Number of bedrooms: 1 (one room is looked at the moment)<br />Bed size(s): 1 queen size bed 180 cm 2 person or split to two 90 cm beds + 1 sofa to use as bed.  <br />Number of bathrooms: 1 <br />Bathroom include: Shower <br />Internet Connection: Wireless <br />TV: Cable <br />Washing machine: Yes <br />Microwave:",Norrmalms,59.34171,18.03712,Entire home/apt,1080.0,45,2022-02-25,0.47,0,4.6,4.7,4.45,4.7,4.73,4.9,4.45
2016-10-10,23,556363,8359277,Riny,The host canceled this reservation 13 days before arrival. This is an automated posting.,2735709,Lennard,"Spacious apartment at top location <b>The space</b><br />Spacious apartment at top location. This light apartment offers all the comfort to make your visit to Stockholm pleasant. At the moment one bedroom is looked and not open for guests.  Bathroom is under construction but everything works fine. <br />Everything you need is just around the corner.<br />This is a very nice, large and fully equipped apartment.<br />Subway across the street and bus stations nearby. In the middle of many restaurants and cafés in the area, from Vanadisplan to Rörstrandsgatan and also close to Vasaparken which lays between the two squares Odenplan and Sankt Eriksplan.<br /><br />Facts about the apartment: Number of rooms: 2,5<br />Number of bedrooms: 1 (one room is looked at the moment)<br />Bed size(s): 1 queen size bed 180 cm 2 person or split to two 90 cm beds + 1 sofa to use as bed.  <br />Number of bathrooms: 1 <br />Bathroom include: Shower <br />Internet Connection: Wireless <br />TV: Cable <br />Washing machine: Yes <br />Microwave:",Norrmalms,59.34171,18.03712,Entire home/apt,1080.0,45,2022-02-25,0.47,0,4.6,4.7,4.45,4.7,4.73,4.9,4.45
2016-10-10,23,556363,56796457,Corinna,The host canceled this reservation 17 days before arrival. This is an automated posting.,2735709,Lennard,"Spacious apartment at top location <b>The space</b><br />Spacious apartment at top location. This light apartment offers all the comfort to make your visit to Stockholm pleasant. At the moment one bedroom is looked and not open for guests.  Bathroom is under construction but everything works fine. <br />Everything you need is just around the corner.<br />This is a very nice, large and fully equipped apartment.<br />Subway across the street and bus stations nearby. In the middle of many restaurants and cafés in the area, from Vanadisplan to Rörstrandsgatan and also close to Vasaparken which lays between the two squares Odenplan and Sankt Eriksplan.<br /><br />Facts about the apartment: Number of rooms: 2,5<br />Number of bedrooms: 1 (one room is looked at the moment)<br />Bed size(s): 1 queen size bed 180 cm 2 person or split to two 90 cm beds + 1 sofa to use as bed.  <br />Number of bathrooms: 1 <br />Bathroom include: Shower <br />Internet Connection: Wireless <br />TV: Cable <br />Washing machine: Yes <br />Microwave:",Norrmalms,59.34171,18.03712,Entire home/apt,1080.0,45,2022-02-25,0.47,0,4.6,4.7,4.45,4.7,4.73,4.9,4.45
2017-09-19,23,556363,1185553,Dana,The host canceled this reservation 4 days before arrival. This is an automated posting.,2735709,Lennard,"Spacious apartment at top location <b>The space</b><br />Spacious apartment at top location. This light apartment offers all the comfort to make your visit to Stockholm pleasant. At the moment one bedroom is looked and not open for guests.  Bathroom is under construction but everything works fine. <br />Everything you need is just around the corner.<br />This is a very nice, large and fully equipped apartment.<br />Subway across the street and bus stations nearby. In the middle of many restaurants and cafés in the area, from Vanadisplan to Rörstrandsgatan and also close to Vasaparken which lays between the two squares Odenplan and Sankt Eriksplan.<br /><br />Facts about the apartment: Number of rooms: 2,5<br />Number of bedrooms: 1 (one room is looked at the moment)<br />Bed size(s): 1 queen size bed 180 cm 2 person or split to two 90 cm beds + 1 sofa to use as bed.  <br />Number of bathrooms: 1 <br />Bathroom include: Shower <br />Internet Connection: Wireless <br />TV: Cable <br />Washing machine: Yes <br />Microwave:",Norrmalms,59.34171,18.03712,Entire home/apt,1080.0,45,2022-02-25,0.47,0,4.6,4.7,4.45,4.7,4.73,4.9,4.45
2020-03-12,23,556363,340016475,Diego,The host canceled this reservation 3 days before arrival. This is an automated posting.,2735709,Lennard,"Spacious apartment at top location <b>The space</b><br />Spacious apartment at top location. This light apartment offers all the comfort to make your visit to Stockholm pleasant. At the moment one bedroom is looked and not open for guests.  Bathroom is under construction but everything works fine. <br />Everything you need is just around the corner.<br />This is a very nice, large and fully equipped apartment.<br />Subway across the street and bus stations nearby. In the middle of many restaurants and cafés in the area, from Vanadisplan to Rörstrandsgatan and also close to Vasaparken which lays between the two squares Odenplan and Sankt Eriksplan.<br /><br />Facts about the apartment: Number of rooms: 2,5<br />Number of bedrooms: 1 (one room is looked at the moment)<br />Bed size(s): 1 queen size bed 180 cm 2 person or split to two 90 cm beds + 1 sofa to use as bed.  <br />Number of bathrooms: 1 <br />Bathroom include: Shower <br />Internet Connection: Wireless <br />TV: Cable <br />Washing machine: Yes <br />Microwave:",Norrmalms,59.34171,18.03712,Entire home/apt,1080.0,45,2022-02-25,0.47,0,4.6,4.7,4.45,4.7,4.73,4.9,4.45
2014-03-22,27,581243,5051778,Florence,The reservation was canceled 39 days before arrival. This is an automated posting.,2860556,Edwin,"Great Room in City Center <b>The space</b><br />Read carefully, I am renting only a room, not the entire apartment. The apartment is located just in front of the metro station Karlaplan, and 4 minutes (2 metro stops), or 25 minutes walk from the heart of the city T-Centralen (Central train station and Airport buses).<br /> <br />The most popular Stockholm touristic attractions are only 5-7 minutes walk distance from the apartment.<br /><br />The neighborhood is quiet and have a nice garden with shopping center on the ground floor, with food, shops, cafes, restaurants, etc<br /><br />The room has a bed 140 x 200 cm., the bathroom and WC is shared.<br /><br />Calendar is up to date, please use the book now button to calculate price.<br />Price includes:<br /><br />- Clean towels & bed linen<br />- Full access to the kitchen<br />- Free Hi-speed WiFi<br /><br />The price that appears here..on the right side of this website is the price, I don't change the prices depending on something…<br />Also if the system says",Östermalms,59.33894,18.0919,Private room,490.0,675,2023-02-25,5.18,65,4.92,4.94,4.98,4.93,4.93,4.88,4.85
2014-03-22,27,581243,590856,Pierpaola,The reservation was canceled 67 days before arrival. This is an automated posting.,2860556,Edwin,"Great Room in City Center <b>The space</b><br />Read carefully, I am renting only a room, not the entire apartment. The apartment is located just in front of the metro station Karlaplan, and 4 minutes (2 metro stops), or 25 minutes walk from the heart of the city T-Centralen (Central train station and Airport buses).<br /> <br />The most popular Stockholm touristic attractions are only 5-7 minutes walk distance from the apartment.<br /><br />The neighborhood is quiet and have a nice garden with shopping center on the ground floor, with food, shops, cafes, restaurants, etc<br /><br />The room has a bed 140 x 200 cm., the bathroom and WC is shared.<br /><br />Calendar is up to date, please use the book now button to calculate price.<br />Price includes:<br /><br />- Clean towels & bed linen<br />- Full access to the kitchen<br />- Free Hi-speed WiFi<br /><br />The price that appears here..on the right side of this website is the price, I don't change the prices depending on something…<br />Also if the system says",Östermalms,59.33894,18.0919,Private room,490.0,675,2023-02-25,5.18,65,4.92,4.94,4.98,4.93,4.93,4.88,4.85
2014-03-22,27,581243,7559508,Michelle,The reservation was canceled 59 days before arrival. This is an automated posting.,2860556,Edwin,"Great Room in City Center <b>The space</b><br />Read carefully, I am renting only a room, not the entire apartment. The apartment is located just in front of the metro station Karlaplan, and 4 minutes (2 metro stops), or 25 minutes walk from the heart of the city T-Centralen (Central train station and Airport buses).<br /> <br />The most popular Stockholm touristic attractions are only 5-7 minutes walk distance from the apartment.<br /><br />The neighborhood is quiet and have a nice garden with shopping center on the ground floor, with food, shops, cafes, restaurants, etc<br /><br />The room has a bed 140 x 200 cm., the bathroom and WC is shared.<br /><br />Calendar is up to date, please use the book now button to calculate price.<br />Price includes:<br /><br />- Clean towels & bed linen<br />- Full access to the kitchen<br />- Free Hi-speed WiFi<br /><br />The price that appears here..on the right side of this website is the price, I don't change the prices depending on something…<br />Also if the system says",Östermalms,59.33894,18.0919,Private room,490.0,675,2023-02-25,5.18,65,4.92,4.94,4.98,4.93,4.93,4.88,4.85
2014-03-23,27,581243,4638333,Murat,The reservation was canceled 27 days before arrival. This is an automated posting.,2860556,Edwin,"Great Room in City Center <b>The space</b><br />Read carefully, I am renting only a room, not the entire apartment. The apartment is located just in front of the metro station Karlaplan, and 4 minutes (2 metro stops), or 25 minutes walk from the heart of the city T-Centralen (Central train station and Airport buses).<br /> <br />The most popular Stockholm touristic attractions are only 5-7 minutes walk distance from the apartment.<br /><br />The neighborhood is quiet and have a nice garden with shopping center on the ground floor, with food, shops, cafes, restaurants, etc<br /><br />The room has a bed 140 x 200 cm., the bathroom and WC is shared.<br /><br />Calendar is up to date, please use the book now button to calculate price.<br />Price includes:<br /><br />- Clean towels & bed linen<br />- Full access to the kitchen<br />- Free Hi-speed WiFi<br /><br />The price that appears here..on the right side of this website is the price, I don't change the prices depending on something…<br />Also if the system says",Östermalms,59.33894,18.0919,Private room,490.0,675,2023-02-25,5.18,65,4.92,4.94,4.98,4.93,4.93,4.88,4.85
2014-04-04,27,581243,3021454,A.J.,The reservation was canceled 36 days before arrival. This is an automated posting.,2860556,Edwin,"Great Room in City Center <b>The space</b><br />Read carefully, I am renting only a room, not the entire apartment. The apartment is located just in front of the metro station Karlaplan, and 4 minutes (2 metro stops), or 25 minutes walk from the heart of the city T-Centralen (Central train station and Airport buses).<br /> <br />The most popular Stockholm touristic attractions are only 5-7 minutes walk distance from the apartment.<br /><br />The neighborhood is quiet and have a nice garden with shopping center on the ground floor, with food, shops, cafes, restaurants, etc<br /><br />The room has a bed 140 x 200 cm., the bathroom and WC is shared.<br /><br />Calendar is up to date, please use the book now button to calculate price.<br />Price includes:<br /><br />- Clean towels & bed linen<br />- Full access to the kitchen<br />- Free Hi-speed WiFi<br /><br />The price that appears here..on the right side of this website is the price, I don't change the prices depending on something…<br />Also if the system says",Östermalms,59.33894,18.0919,Private room,490.0,675,2023-02-25,5.18,65,4.92,4.94,4.98,4.93,4.93,4.88,4.85
2012-12-19,29,748847,3952204,Susan,The reservation was canceled 7 days before arrival. This is an automated posting.,3934547,Heath,"Gorgeous apartment with balcony in 1885 building Gorgeous 3-room apartment in 1885 building. 72 sq. meters. Plus a new balcony 3.5 sq. meters. Just a block from Katarina church and Mosebacke. Loads of restaurants and pubs nearby!<br /><br /><b>The space</b><br />Gorgeous 3-room apartment in 1885 building. 72 sq. meters.<br /><br />Balcony of 3.5 sq. meters built in November 2020.<br /><br />Apartment is located in a great location in Södermalm, just a block to Mosebacke and Katarina church.<br /><br />2 bedrooms 1 bath, huge kitchen, comfy living room. Located on the third floor (2 Tr) with a view of the building's courtyard. Very quiet location in the back 'guard' house.<br /><br />Light and bright apartment in an excellent location in Södermalm. Near Katarina, Mosebacke, and Götgotsbacken. 8 sets of windows!<br /><br />Functioning original kakelugn (fireplace) in the living room. <br /><br />Newly renovated bathroom with heated floors.<br /><br />50"" plasma television, AppleTV, Netflix, wireless internet (50 mb).<br /><br />Near th",Södermalms,59.31544,18.0755,Entire home/apt,1295.0,19,2021-06-04,0.15,0,4.78,4.67,4.67,4.94,5.0,5.0,4.61
2015-12-20,30,755843,47659685,Nicolas,The host canceled this reservation 2 days before arrival. This is an automated posting.,3978910,Pär,"Nice apartment in the city center Several restaurants in the building and a minimarket just a cross the street.<br />1 stop from centralstation with the underground. Close to the water. A big bed for 2 and a big sofa for 2.  Extra toilet. Free WI-FI, Stereo - Blue tooth.<br /><br /><b>The space</b><br />2 room apartment + kitchen,+ 2 toilets, 77 square meters with balcony 500 meters from centralstation and 300 meters from cityhall. TV, WIFI, Stereo. Close to restaurants and foodstore. Busstop infront of the building.<br /><br />There is also a Chrome cast for TV.<br /><br /><b>Guest access</b><br />Hole apartment",Kungsholmens,59.32881,18.03559,Entire home/apt,1469.0,156,2023-03-12,1.75,26,4.79,4.89,4.48,4.97,4.96,4.91,4.77
2016-01-21,30,755843,9784807,Taina,The host canceled this reservation 16 days before arrival. This is an automated posting.,3978910,Pär,"Nice apartment in the city center Several restaurants in the building and a minimarket just a cross the street.<br />1 stop from centralstation with the underground. Close to the water. A big bed for 2 and a big sofa for 2.  Extra toilet. Free WI-FI, Stereo - Blue tooth.<br /><br /><b>The space</b><br />2 room apartment + kitchen,+ 2 toilets, 77 square meters with balcony 500 meters from centralstation and 300 meters from cityhall. TV, WIFI, Stereo. Close to restaurants and foodstore. Busstop infront of the building.<br /><br />There is also a Chrome cast for TV.<br /><br /><b>Guest access</b><br />Hole apartment",Kungsholmens,59.32881,18.03559,Entire home/apt,1469.0,156,2023-03-12,1.75,26,4.79,4.89,4.48,4.97,4.96,4.91,4.77
2014-11-26,166,3889724,22987281,Jana,The reservation was canceled 188 days before arrival. This is an automated posting.,12146440,Therese,"Studio apartment in Sofo Södermalm Wonderful modern apartment in a house built in the 19th century. A 5-min walk to Sofo/Nytorget with restaurants, bars and shopping. Bus 2 leaves right outside and takes you either to the subway 5 minutes away or 20 minutes into the city/Stureplan",Södermalms,59.31617,18.08942,Entire home/apt,1020.0,128,2023-03-19,1.23,16,4.89,4.91,4.91,4.96,4.94,4.79,4.79
2016-04-03,166,3889724,30362309,Peter,The host canceled this reservation 84 days before arrival. This is an automated posting.,12146440,Therese,"Studio apartment in Sofo Södermalm Wonderful modern apartment in a house built in the 19th century. A 5-min walk to Sofo/Nytorget with restaurants, bars and shopping. Bus 2 leaves right outside and takes you either to the subway 5 minutes away or 20 minutes into the city/Stureplan",Södermalms,59.31617,18.08942,Entire home/apt,1020.0,128,2023-03-19,1.23,16,4.89,4.91,4.91,4.96,4.94,4.79,4.79
2015-09-02,31,763407,702639,Amber,The host canceled this reservation 23 days before arrival. This is an automated posting.,3549257,Gabriella,"Cozy flat in central Stockholm <b>The space</b><br />A welcoming and a comfortable design flat, within walking distance of just about all the sights in Stockholm, including The Old Town, and a short stroll from the green and tree-filled expanse of Royal Haga Park.  <br /> <br />This cozy flat from 1883 is located in the heart of the Vasastan neighborhood, one of the city’s more pleasant enclaves. Just around the corner is Odenplan, a Stockholm hotspot for great cafes, bars and restaurants like Tranan (Traditional Swedish), Tennstopet (Traditional Swedish) and Panamé (gorgeous, easy-going French bistro).  <br /> <br />At Odenplan you will also find the nearest subway stop and buses. <br /> <br />Despite its central location, the area is safe, peaceful and quiet. <br /> <br />The flat has two bedrooms: one with a queen size bed and balcony, and one with two single beds. An extra bed can be arranged. Both bedrooms face a small park. In the welcoming studio-room there is a fully equipped, modern kitchen with a dining ar",Norrmalms,59.34489,18.05216,Entire home/apt,1850.0,98,2022-12-04,0.81,3,4.94,4.92,4.95,4.89,4.94,4.79,4.74
2018-09-16,31,763407,31089303,Natalia,The host canceled this reservation 81 days before arrival. This is an automated posting.,3549257,Gabriella,"Cozy flat in central Stockholm <b>The space</b><br />A welcoming and a comfortable design flat, within walking distance of just about all the sights in Stockholm, including The Old Town, and a short stroll from the green and tree-filled expanse of Royal Haga Park.  <br /> <br />This cozy flat from 1883 is located in the heart of the Vasastan neighborhood, one of the city’s more pleasant enclaves. Just around the corner is Odenplan, a Stockholm hotspot for great cafes, bars and restaurants like Tranan (Traditional Swedish), Tennstopet (Traditional Swedish) and Panamé (gorgeous, easy-going French bistro).  <br /> <br />At Odenplan you will also find the nearest subway stop and buses. <br /> <br />Despite its central location, the area is safe, peaceful and quiet. <br /> <br />The flat has two bedrooms: one with a queen size bed and balcony, and one with two single beds. An extra bed can be arranged. Both bedrooms face a small park. In the welcoming studio-room there is a fully equipped, modern kitchen with a dining ar",Norrmalms,59.34489,18.05216,Entire home/apt,1850.0,98,2022-12-04,0.81,3,4.94,4.92,4.95,4.89,4.94,4.79,4.74
2016-02-25,167,3892223,18769312,Chiacheng,The host canceled this reservation 11 days before arrival. This is an automated posting.,6422311,Christian,"City/Room20sqm/Bed4sqm/Balcony5sqm When you stay here includes fresh linen, towels, soap, shampoo, breakfast and 2 bicycles. A large light bedroom for 1-2 inherent with private bathroom and balcony. <br />I wonder if there is a more comfortable and pleasant offer?<br /><br /><b>The space</b><br />Attic characteristic property built 1906 and refurbished 2013 situated in the center of Stockholm, within walking distance from both the city center, old town and large green parks such as Haga Park, home of the Princess Royal with the family. <br />The flat is located in the heart of the Vasastan neighborhood, one of the city’s more pleasant enclaves. Just around the corner is Vasaparken, a Stockholm hotspot for youth and families with great cafes, bars and restaurants like Vasahof (easy-going french bistro), Tennstopet (traditional swedish), Sven Harrys art museum, Bonniers art gallery and Mellqvist (great coffee shop). <br />The apt has four bedrooms three upstairs and one Room20sqm queen size bed with private bathroom and s",Norrmalms,59.34011,18.03048,Private room,610.0,36,2019-09-29,0.34,0,4.97,4.86,4.94,5.0,4.94,4.94,4.89
2015-08-12,33,776155,22012355,Filip,The host canceled this reservation 4 days before arrival. This is an automated posting.,3963441,Ann-Sofie,"Unique exclusive quiet penthouse/loft <b>The space</b><br />This is a top quality opportunity!<br />100 kvm penthouse/loft, all alone on the top floor, VERY PRIVATE and quiet location with terrace, windows facing the sky including from the jacuzzi. <br />Spacious and open apartment with large kitchen and living room. Calm and quiet separate bedroom with double bed (Hästen Continental 180 cm).<br /><br />The esthetics in the apartment is a matter of the heart for me, therefor I only welcome guests with a truly gentle touch. Beauty needs to be cared for.<br /><br />Fully equipped machinery in all respects.<br />An extremely bright and beautiful apartment with lots of windows, wooden floors, original beams and brick walls. There are more windows than walls :-) Situated in a charming, central  area one block from Odenplan where you find all buses and the subway. Plenty of cafés, bars, restaurants and funky, small scale shopping. Five minutes to Hagaparken where you can breath some air, take a swim and get a glimpse of Haga Cas",Norrmalms,59.34353,18.05081,Entire home/apt,1800.0,22,2018-10-09,0.18,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2017-08-13,33,776155,18517745,Nicholas,The host canceled this reservation 22 days before arrival. This is an automated posting.,3963441,Ann-Sofie,"Unique exclusive quiet penthouse/loft <b>The space</b><br />This is a top quality opportunity!<br />100 kvm penthouse/loft, all alone on the top floor, VERY PRIVATE and quiet location with terrace, windows facing the sky including from the jacuzzi. <br />Spacious and open apartment with large kitchen and living room. Calm and quiet separate bedroom with double bed (Hästen Continental 180 cm).<br /><br />The esthetics in the apartment is a matter of the heart for me, therefor I only welcome guests with a truly gentle touch. Beauty needs to be cared for.<br /><br />Fully equipped machinery in all respects.<br />An extremely bright and beautiful apartment with lots of windows, wooden floors, original beams and brick walls. There are more windows than walls :-) Situated in a charming, central  area one block from Odenplan where you find all buses and the subway. Plenty of cafés, bars, restaurants and funky, small scale shopping. Five minutes to Hagaparken where you can breath some air, take a swim and get a glimpse of Haga Cas",Norrmalms,59.34353,18.05081,Entire home/apt,1800.0,22,2018-10-09,0.18,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2013-04-07,35,810344,1759691,Saglar,The reservation was canceled 23 days before arrival. This is an automated posting.,3189338,Lisa,"Style and charm heart of Stockholm Scandinavian design in a newly refurbished house from the 1800's. Very nice and central neighbourhood with everything that the city has to offer within walking distance.<br /><br /><b>The space</b><br />Scandinavian design in a newly refurbished house from the 1800's. Very nice and central neighbourhood with everything that the city has to offer within walking distance!<br /><br />Lot's of style and charm in the heart of Östermalm (inner city / posh neighbourhood / super central / clean / safe / vibrant). Quiet and peaceful location on second floor facing courtyard. High ceilings, wooden flooring, dishwasher, gas oven, internet (wifi) and 46"" Smart TV.<br /><br />Bedroom with 1 double bed(Ekornes Continental 2013) and lots of wardrobe space.<br /><br />-<br /><br />There's a communal laundry room in the building that's free of charge and easy to book and use.<br /><br />Östermalmstorg is only a 3 min walk away. There you'll find metro, buses, an amazing indoor food market (Östermalms S",Östermalms,59.33591,18.08483,Entire home/apt,1650.0,135,2023-02-20,1.11,19,4.79,4.8,4.78,4.81,4.87,4.94,4.67
