id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_description
16146458,105366837,Alex,Enskede-Årsta-Vantör,59.29432,18.04842,Private room,450.0,40,2018-06-12,0.52,0,4.49,4.49,4.21,4.71,4.55,4.27,4.38,"Fresh room in apartment close to the city center Mitt ställe ligger nära familjevänliga aktiviteter, nattliv, kollektivtrafik och centrum. Du kommer att älska mitt ställe på grund av utrymmet utomhus, den sköna sängen och köket. Mitt boende passar par, ensamäventyrare och affärsresenärer."
16176568,18972846,Alexander,Kungsholmen,59.33403,18.03691,Entire home/apt,1100.0,1,2022-12-18,0.29,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Fully renovated 2 bedroom apartment in city center A centrally located 77 sqm apartment on Fridhemsplan with excellent communications and close to the Central Station.<br /><br />Everything you need is around the corner: stores, supermarkets and a great variety of restaurants and bakeries as well as beautiful surroundings with nature, parks and water 200 m away.<br /><br />The apartment has a modern and typical Stockholm look with original details and a ceiling height of 3,2 m. Elegantly furnished and a charming and homely atmosphere.<br /><br />Fully renovated in 2020.<br /><br /><b>The space</b><br />Our spacious home is perfect for longer stays as it offers great storage solutions.<br /><br />The kitchen is fully equipped including a dishwasher, microwave etc. <br /><br />The living room is very welcoming and is facing the city with three large windows. It is perfect for big dinners and hangouts and a couch that seats all your guests.<br /><br />Laundry machine and dryer in the apartment. Elevator in the building.<br /><br /><b>Othe"
16181847,5872855,Julia,Hässelby-Vällingby,59.36002,17.86623,Private room,304.0,1,2018-08-16,0.02,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,"Non smoker's, big'n beautiful room with a balcony Hi, my name is Julia, I have a very nice apartment and looking for a nice tenant.<br /><br /><b>The space</b><br />Hi! <br />I have a big 160m², modern, clean and quiet flat and I rent out a big and spacious bedroom with a panoramic view over Stockholm, the room has access to the balcony. <br />Access to shared facilities such as kitchen, living room, toilet and bathroom, WiFi  and access to laundry facilities. <br />Close to lines of buses, subways and trains. A centrum with stores and shops and a cinema, bars and restaurants. Close to nature and the forest and beach for pleasant walks and running tracks.<br />Close to everything and a lovely home. Me!? I'm a nice and quiet swedish women 40 yr working within bakery/cooking/city-guiding, lives in this beautyful apartment top floor which I love. non smokers only.<br /> I offer transportation to and from the airport as well if requested, 350sek<br /><br /><b>Other things to note</b><br />I prefer English or swedish speaking so you unders"
16250817,106255264,Daniel,Södermalm,59.31061,18.07641,Entire home/apt,5000.0,108,2019-11-14,1.41,0,4.28,4.51,4.27,4.73,4.65,4.82,4.27,"Apartment in Södermalm The apartment is located in the heart of Södermalm in a beautiful skyscraper with an amazing view of Stockholm.<br />It has all the necessities needed to make your stay as comfortable as possible with kitchen utilities, TV, wifi etc. There is a sofa bed in the studio wich folds out easily and is spacious for two people and a comfortable fold out bed availible for a third person.<br /><br /><b>The space</b><br />Södermalm is a very central area in Stockholm known for design, shopping, nightlife, and not least their cultural heritage. The location is perfect for those who want to be within easy reach of culture, shopping and the buzz of the city. It puts you within walking distance of some of Stockholm's best live venues – Mosebacke, Södra Teatern and Debaser. The district of SoFo has masses of trendy boutiques offering everything from Swedish fashion and design to vintage stores and stylish home furnishings.<br />There is a shopping center at the entrance hall with cafés, bakeries, rest"
16322150,5113690,Fredrik,Södermalm,59.31645,18.05463,Entire home/apt,318.0,12,2018-04-21,0.16,0,4.75,5.0,4.88,4.75,4.75,5.0,4.75,"Cozy studio in the centre of city Really close to pubs, trains, restaurants, shopping and busses. The studio is really cozy and quite so you can sleep well. The studio is facing the inner court yard and it is really quite and calm. The studio has all you need for a perfect city stay!"
16345661,5602932,Kajsa,Södermalm,59.30869,18.07951,Entire home/apt,1200.0,2,2017-03-14,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Perfect family home in the heart of Södermalm Two bedrooms, one with a bed for two and one bedroom with a singel bed and a cot for a child. In the livinroom there is a sofa bed that two people can sleep in. One bathroom, shower and bath. You can also use the laundry machine in the bathroom. Fully equioed kitchen with a micro and a dishwasher."
16350192,107027736,Andrew,Södermalm,59.31098,18.07278,Entire home/apt,1099.0,36,2023-03-03,0.47,6,4.94,4.97,4.92,4.94,4.97,4.97,4.81,"Nice flat in a perfect trendy location My place is 2 min to subway/tube. Right in trendy/hipster area of Stockholm. Nice coffe shops, parks and bars. My place is perfect for a couple wanting to relax and enjoy Stockholm.<br /><br /><b>The space</b><br />41 m2, double-bed (size 140 cm). Extra matress is available upon request. Guests will have all the studio for themselves.<br /><br /><b>Guest access</b><br />Guests will have all the studio for themselves.  And some place in a ""mini-walk-in closet"" for clothes. If requested I will empty a drawers as well =)<br /><br /><b>Other things to note</b><br />You have to be discrete and respect the neghbours. No smoking. No parties (of course). No pets. No kids."
16392682,35358860,Jessica,Södermalm,59.31748,18.03997,Entire home/apt,2000.0,45,2022-09-23,0.59,8,4.78,4.8,4.76,4.98,4.91,4.88,4.58,"Takvåning med stor balkong! Detta är en charmig & mysig takvåning på 80 kvm. Stor balkong, öppen spis, 2 sovrum och 2 toaletter (1 med dusch o badkar), kök o matsal. Huset ligger centralt i Hornstull, nära restauranger, shopping, bussar o tåg. I närheten finns även grönska och vatten (parker & badstränder) samt fina promenadstråk. Själva lägenheten ligger på en lugn gata med gratis parkering kvällstid och helger. Allt man kan önska finns runt hörnet. <br /><br />Lägenheten ligger på våning 5/5, hiss finns.<br /><br /><b>The space</b><br />2 sängar för 4 personer, utöver det 2 madrasser på golvet. Täcken, kuddar o sängkläder ingår. Även duschhanddukar om man önskar. Det ena sovrummet är ovalt med en takkupol i.<br /><br />Stort vardagsrum med soffa och TV där man lätt kan umgås och ha en mysig stund. Terass med otrolig utsikt!<br /><br /><b>Guest access</b><br />Ni får använda hela lägenheten, men respektera mina privata saker, öppna ej byrålådor osv Tack!<br /><br /><b>Other things to note</b><br />Portkod till y"
16413373,3316808,Rickard,Kungsholmen,59.33659,18.02867,Entire home/apt,950.0,5,2018-08-19,0.07,0,5.0,5.0,4.8,4.75,4.4,4.75,4.75,"Totally renovated with an amazing sea view Totally renovated 2016 so it is everything is new and fresh with all you need for your accommodation, everything in the flat is to your disposal and the place will be entire for yourselves.  Balcony. <br /><br />Lots of restaurants, bars, shops seconds away, metro station FRIDHEMSPLAN is a minute away.<br /><br />If you want to sit on the balcony and see the sunset over Karlberg castle togheter with a glas of wine is this the apartment for you.<br /><br /><b>The space</b><br />Amazing sea view from the balcony and totally renovated 2016 so everything is in mint condition. 65"" TV, soundsystem and a well equipment kitchen with two ovens and dishwasher. So it is up to you if you want to cook an amazing dinner at home or visit some of the lovely restaurants close by.<br /><br />Close to the city center and a metro station just around the corner will make it easy to commute.<br /><br /><b>Guest access</b><br />Everything in the flat is to your disposal and the place will be entire for yours"
16426006,107684212,Klara,Skarpnäck,59.26638,18.1354,Entire home/apt,820.0,24,2022-09-24,0.32,3,4.92,4.88,4.92,4.96,5.0,4.67,4.92,"2-bedroom apartment close to city & nature reserve In a calm and green area less than 15 min from Stockholm city you will find my newly renovated apartment with two bedrooms. The apartment has a patio by the entrance, and on the other side a big terrace with an apple tree. One minute from the metro station and one minute from beautiful Nacka nature reserve. With a bike, you will get to one of Stockholm’s best beaches in less than 10 min. Perfect for a couple, a group of friends or families."
16435709,78393845,Sofia Co-Host,Södermalm,59.32274,18.07195,Entire home/apt,1150.0,414,2023-03-15,5.45,86,4.59,4.77,4.73,4.68,4.58,4.92,4.58,"In the heart of old town Please take your time to read all the information in the add before you make your reservation, and ask any questions you might have.<br /><br />Cleaning is included before and after your stay. The apartment has self-check in if you wish, instructions will be send out before your stay.<br /><br />Unfortunately, I can not promise flexible check-in times in advance! Check in is 16.00<br />Unfortunatly I can't store your luggage before or after your stay.<br />But in Central Station there's luggageboxes for rental.<br /><br /><b>The space</b><br />Wonderful studioapartment with seperate kitchen and bathroom in the middle of old town in Stockholm.<br />The house is from the 1600's and the apartment is on the top floor (4 th) with no elevator.<br />This is a private apartment in a apartment building, there's  no reception or service in the house.<br /><br /><b>Guest access</b><br />Kitchen with place for 4 pers, stow, dishwasher, microwave and frigde (no owen). Toilet with shower. Room with "
16437808,5426620,Bo,Skarpnäck,59.27525,18.13436,Private room,550.0,14,2019-08-27,0.19,0,5.0,5.0,4.77,5.0,4.92,4.92,5.0,"Trevligt boende nära t-bana, natur, litet centrum. Lägenheten ligger mycket nära tunnelbanestationen ”Bagarmossen” (18 min resa från Stockholm C). <br />Här finns också bussförbindelse och litet centrum med restauranger, pubar och affärer. <br />Du kommer att älska mitt ställe som ligger intill ett naturreservat med badmöjligheter, samt golfbana med restaurang. <br />Vi möter upp dig vid tunnelbanestationen och informerar dig gärna kring dina önskemål med besöket.<br /><br /><b>The space</b><br />Sovrum, kök och vardagsrum, dusch med tvättmaskin samt balkong.<br /><br /><b>Guest access</b><br />Tillgång till vardagsrum och kök."
16466346,23649472,Elin,Skarpnäck,59.27686,18.12513,Entire home/apt,1650.0,4,2019-08-26,0.05,0,5.0,5.0,5.0,4.5,5.0,4.5,4.5,"Modern flat very near subway and parks. Bright modern flat 3min walk to Bagarmossen subway station and centre with food stores, pharmacy, restaurants etc, 19 min to Central station with subway and 14 min to Södermalm. Spacious clean rooms, well equipped kitchen, balcony in peaceful green area 10 min walk to nature reserve Nackareservatet. In sum; clean, quiet and central in up-and-coming area of Bagarmossen<br /><br /><b>The space</b><br />Just a great place to stay and relax but still central.<br /><br /><b>Other things to note</b><br />We prefer that guest stay for 7 days minimum."
16481175,108200418,Daniela,Bromma,59.33143,17.98876,Entire home/apt,1000.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Seawiew appartment nearby city Du kommer att älska mitt ställe på grund av utsikten, hemtrevligt och köket. Mitt boende passar par, ensamäventyrare, affärsresenärer, familjer (med barn) och fyrbenta vänner (husdjur)."
16488924,78393845,Sofia Co-Host,Södermalm,59.32294,18.07122,Entire home/apt,1100.0,432,2023-03-12,5.68,68,4.37,4.59,4.5,4.76,4.6,4.95,4.4,"Middle of Old Town Please read the presentation before making your reservation. I'm happy to answer all your questions.<br /><br />Unfortunately, I can not promise flexible check-in times in advance! Check in is 16.00<br />Unfortunatly I can't store your luggage before or after your stay.<br />But in Central Station there's luggageboxes for rental.<br /><br /><b>The space</b><br />Small charming (30 square meters loft) studio apartment in the middle of old town in Stockholm.<br />Kitchen with dishwasher, stow, owen, fridge etc.  Has not been renovated since 2000. <br />There's a bar separating the kitchen from studio. Two beds (and two folding shairs for totally four people). All sleep in the same room.<br />Small Bathroom with shower (What we call ""Stockholm shower"" :)<br /><br /><b>Guest access</b><br />Bedsheets, towels, shampoo, soap are included. All kitchen supplies to cook and eat. <br /><br />TV with Swedish channels and we've installed new wifi connection from the 1 of april 2017 which is excell"
16504519,43785017,Fredrik,Södermalm,59.32198,18.07357,Entire home/apt,1134.0,429,2022-11-26,5.9,62,4.64,4.71,4.69,4.77,4.84,4.96,4.58,"Giant 4 BDR Penthouse Lifestyle Loft in Old Town This Giant 4 bedroom penthouse apartment is located at Järntorget, a 800 year old square at the heart of Stockholm's Old Town. With incredible city and sea views, an open plan layout and plenty of space to relax and socialise. The place is operated by Able Lounge, which empowers people through a holistic approach to physical, mental and emotional wellbeing. <br /><br />The top-floor loft has a balcony with incredible views of the square so you can enjoy cozy European nights. Tranquil and charming place!<br /><br /><b>The space</b><br />Gamla Stan (Old Town) is truly a magical place that takes you back in time hundreds of years.<br /><br />The atmosphere at this loft is fantastic, offering a combination of a medieval building with charm with modern comfort, sea view as well as the most spectacular view of all of Södermalm. Able Lounge, the company operating this amazing space offers optional add on workshops in emotional/mental wellbeing, body awareness, inspiration, spirituality, leade"
16601263,17421189,Henrik,Södermalm,59.31881,18.05275,Entire home/apt,1600.0,13,2017-08-23,0.18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Top Floor apart. with 2 balconies Central top floor apartment in Stockholm with two rooms with one king size bed and one extra bed available, open space kitchen, one WC and two balconies, located in Södermalm district with super close access to subway, train station, buss communications and Bicycles for rent just around the corner. Can't get any better than this to explore Stockholm. :)<br /><br />- Located at Zinkensdamm Subway Station<br />- Walking Distance to Old town, 10 min<br />- Walking Distance to Royal Palace, 16 min<br /><br /><b>The space</b><br />Very spacious apartment in city center.<br /><br /><b>Guest access</b><br />Backyard, where garbage is thrown.<br /><br /><b>Other things to note</b><br />The extra bed is an extra double layer mattress that is possible to use anywhere in the apartment."
16648800,67738361,Julie,Hägersten-Liljeholmen,59.29584,18.00774,Entire home/apt,1506.0,10,2023-01-23,0.18,6,4.9,4.9,4.7,5.0,5.0,4.5,4.8,"Cozy Apt w balcony min from the ❤️Of Stockholm city Top renoverad super cozy apartment near everything. <br /><br />Quiet neighbourhood. <br /><br />Near the cityCenter, minutes From the mall &the  comunications are super, only few steps away.<br /><br /><br /><br />You can also rent the Studio next door as well at additional cost let me know. <br />It has no shower,But a kitchenette, sectional sofa bed ( Queensize) Kitchenette, coffe brewer,Fridge, Stove top, Microwave ,waterkettle, Toilett , workdesk,tv.<br />Send me a message for more info/to book.<br /><br /><b>The space</b><br />Nice bright 2 bed 1 bath  <br />with a Beautiful peaceful bedroom, <br />Furnished Livingroom w a furniched balcony with glass doors  (opens), mirrored hallway, Bright kitchen Dishwasher, microwave, freezer, Fridge, everything you need .<br /><br />Bathroom with a big window and a bathtub, Alexa sonos speaker and a big window. <br /><br />Fast wifi . 65” Smart Tv. Sonos in every room, big 190x200cm bed. Very near the city, mall and the comunications are sup"
16712348,110746279,Martin,Bromma,59.339,17.96526,Entire home/apt,2500.0,51,2019-10-12,0.71,0,4.98,4.91,4.91,4.98,5.0,4.7,4.81,"Beautiful..! 2 Level House, 200m from the water. Beautiful 2 Floor, Terrace House , 200m from the water and beautiful surrounding Nature. Free out door gym 5 minutes away on the lake Great for Family vacation, Business visits. Fast Wifi connection in all rooms.<br /><br /><b>The space</b><br />The house has a fully kitted out kitchen with appliances dinning area and lounge, 2x smart Tv and Terrace with BBQ.<br />There are stairs leading up to a second lounge (double mattress sofa bed) and a second bathroom. You also have your 3 bedrooms, two bedrooms with single beds and one with a double bed.<br /><br /><b>Guest access</b><br />Guests can access every room in the property."
16714619,5772146,Lina,Södermalm,59.31337,18.07689,Entire home/apt,2050.0,48,2022-08-16,0.64,8,4.96,4.98,4.96,5.0,5.0,4.93,4.83,"Right in the heart of popular SOFO Suits couples, families, friends travelling together or people on business trips.<br /><br /><b>The space</b><br />Well renovated apartment from the 1700 century in the middle of the city.  High ceiling, balcony and a fireplace. Fully equipped kitchen (since this is our regular home all you will possible need is to be found), dishwasher, fridge and freezer. Bathroom incl. washing-machine. WiFi."
16715424,110773577,Lotte,Hässelby-Vällingby,59.37472,17.88304,Entire home/apt,1350.0,1,2017-08-07,0.01,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Modern & spacious town house with sunny garden A newly renovated, 2 story town house ( 12 min from the city center) with patios and a garden welcomes you to Stockholm.  The house has 4 bedrooms, a large kitchen/dining room, 1,5 bathrooms, a laundry room and a large living room.<br />You have Wifi throughout the house, a TV (with Blu-ray and apple TV) and full access to the hole house. <br />Outside you find two patios and a garden (complete a trampline and toys), the patios are furnished with both lounge and dining furniture as well as a barbeque.<br /><br /><b>Guest access</b><br />You have Wifi throughout the house, a TV (with Blu-ray and apple TV) and full access to the hole house, including all the house appliances like fridge, freezer, microwave, pots ,pans and laundry machine/dryer. <br />As we are a family living in the house we can offer extra commodities without any extra cost: toys, car seat, highchair, crib, stroller etc. We also have bikes you can borrow.<br /><br /><b>Other things to note</b><br />The house have an ala"
16785369,111477212,Dennis,Kungsholmen,59.32925,18.03712,Entire home/apt,1412.0,16,2022-08-03,0.22,4,4.67,4.87,4.33,5.0,4.8,4.87,4.67,"Urban/central located aparment Stockholm Perfekt storlek innehållande, 160 cm säng. Soffa, tv kök o badrum! Balkong med havsview."
16825476,35207118,Sabrina,Hässelby-Vällingby,59.36655,17.87162,Private room,450.0,1,2017-02-09,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Family house Bra läge nära Vällingby  centrum där de finns shopping affärer och 17 min till Stockholm central stor lägenheten hyr ut 1 rum med egen toalett tillgång till köket och vardagsrummet.<br /><br /><b>The space</b><br />Ni kan har tillgång till köket och vardags rummet själva<br /><br /><b>Guest access</b><br />Tillgång till egen toalett kök, vardagsrum om man vill och wifi"
16837456,78598934,Robert,Östermalm,59.35761,18.09671,Entire home/apt,540.0,15,2019-08-12,0.2,0,4.87,4.93,4.53,5.0,5.0,4.87,4.67,"Premium Stockholm City 2 room apartment! My place is 150m to Ropsten Metro (3 stops fr. Östermalms Torg & 4 fr T-Centralen) and 40m to the 55 Buss that goes through town to Slussen. You’ll love my totally renovated place because of the premium kitchen, the high ceilings, the open floor plan, the comfy Tempur bed, the views (on the highest point of Hjorthagen and you have a beautiful water view from the kitchen and a nice view from the balcony that is facing south). My place is good for couples, solo adventurers, and business travelers.<br /><br /><b>The space</b><br />Fully renovated, everything is brand new and premium materials have been chosen e.g. marble countertop and bathroom floor<br /><br /><b>Guest access</b><br />Everything"
16855800,49383117,Anna,Enskede-Årsta-Vantör,59.28187,18.04983,Entire home/apt,550.0,238,2023-02-27,3.29,40,4.91,4.93,4.84,4.94,4.95,4.65,4.85,"New studio  - like a hotel room with a kitchen The studio is located at the bottom floor of our house and has it's own entrance with a code lock. It takes about 30 minutes to the central station including walking.  Parking is included and is located just outside the door. The studio has a bathroom and a kitchen. The neighborhood is calm and consisting of villas and terraced houses. There are supermarkets and fast food places within 5 min walking distance.<br /><br /><b>The space</b><br />We have recently put an extension on the house and took the opportuity to build a small studio for friends visiting and for renting out. The studio has a double bed, a bathroom with shower and a well equiped small kitchen with dishwasher, fridge, induction cooking top and an oven which is combined hot air and microwave. There is a sofa bed, a TV with Apple TV and Netflix etc) - you can turn the TV so you can watch it from the sofa or from the bed. The WiFi is good. We hope there is everything a guest may need even if it's not very big, (30 m2).<br "
16887676,1740740,Nadia,Södermalm,59.31898,18.05252,Entire home/apt,1185.0,12,2022-08-16,0.17,2,5.0,5.0,5.0,4.91,5.0,4.91,4.91,"Cool apt, family friendly, great view, balcony Stor designad lägenhet i 60-tals hus med alla tänkbara bekvämlighet. Diskmaskin, tvättmaskin och torktumlare finns. Det finns även projektor och och 80 tums bioduk för filmtittande i vardagsrummet. Husgeråd och leksaker finns att låna. Näromgivningarna är extremt lugna men det finns liv och rörelse med matbutik och restauranger och barer bara ett stenkast bort. Två tunnelbanestationer (Mariatorget och Zinkensdamm) ligger 5 min bort.<br /><br /><b>The space</b><br />Stilig lägenhet som är perfekt för barnfamiljer.<br /><br /><b>Guest access</b><br />Du som gäst kommer att har tillgång till husgeråd, leksaker, balkong, hemmabio, tvättmaskin och torktumlare mm.<br /><br /><b>Other things to note</b><br />Det finns en liten park med lekutrustning i angränsning till lägenheten som även har en plaskdamm för varma dagar."
16892871,99392426,Rikard,Södermalm,59.31673,18.05478,Entire home/apt,2000.0,26,2022-08-07,0.35,5,4.81,4.96,4.73,5.0,5.0,4.96,4.77,"Heart of Södermalm - Mariatorget (AC available) A beautiful 40 squared apartment, in the heart of Södermalm and 3 min walk to either of subway stations Mariatorget or Zinkensdamm. Only a 15 min walk to historical Old Town from 13th Century. our area is known for restaurants, cafes, shopping and nice view of Stockholm. Tantolunden for walks/run, outdoor gym and outdoor swimming.<br />Also, we recently installed air-conditioning! <br /><br />Do not worry about about what time you need to check-in, it is self check-in with code lock! No keys, simple and easy!"
16919257,27943654,Malin,Norrmalm,59.34079,18.03165,Entire home/apt,1100.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Charming apartment in central birkastan, stockholm Turn of the century-apartment with high ceilings in central Stockholm. <br /> Well-planned, fresh and bright. 3 bedrooms, balcony facing green inner yard. Open plan living room / kitchen. Newly renovated bathroom with toilet, and extra separate toilet.<br /><br />“We have enjoyed the stay, and thank you for being a good host for us!”<br />Anette Van Eijken, 2017<br /><br />“The apartment is beautiful and cozy. All the arrangements were easy and it was a pleasure to communicate with Malin.”<br />Marika Nikkinen, 2020<br /><br /><b>The space</b><br />Master bedroom sports a double bed, one wardrobe and exit to a balcony for morning coffee and coctails. Second bedroom has a 1.20 cm wide bed, and bedroom nr 3 has a 1.40 x 1.85 cm bed. Kitchen is large with a table for 8 without problem.<br /><br /><b>Guest access</b><br />You have the whole flat at your disposal. Washing mashine and dryer is in the flat, Laundry room is available in the basement for larger laundry."
16967223,1792640,Mattias,Enskede-Årsta-Vantör,59.28801,18.0363,Private room,360.0,4,2020-12-19,0.05,0,5.0,5.0,4.75,5.0,5.0,4.5,5.0,"Comfortable room close to park Welcome to our apartment with a very nice view from the kitchen window and a very comfortable bed in your room. You will have access to wifi and cable TV. The surroundings are perfect for a walk in the sunshine and you'll get to Stockholm central in about 25 minutes by bus and train.<br /><br /><b>The space</b><br />Renovated apartment and room with nice bed.<br /><br /><b>Guest access</b><br />Two bathrooms with showers, kitchen with very nice view, living room with cable TV and Netflix."
16978448,113622052,Ric,Södermalm,59.31587,18.0877,Entire home/apt,1500.0,18,2022-10-28,0.24,5,5.0,5.0,4.94,5.0,5.0,5.0,4.94,"Parkview pearl of the south Built 1929, high ceilings, parquet floors, balcony, fully furnished. Balcony looks out on small, quiet park. Busses and tube station close by. Close to all shops and the heart of ""the south"" (SoFo), shops, galleries, night spots, and restaurants."
16985253,4563569,Eva,Skarpnäck,59.28531,18.10477,Entire home/apt,2000.0,17,2022-08-11,0.24,4,5.0,4.94,4.94,5.0,5.0,4.88,4.76,"Lovely house 9 minutes from the Old Town! As close to the Stockholm city pulse as you can possibly get if you want a lovely garden too! Beautifully decorated house in a typical Scandinavian style. The location is a very safe, quiet and beautiful 1920 garden city with several parks for kids to play in. There are lakes for swimming in the close by nature reserve as well as a golf course. Yet only 9 minutes by car or 12 minutes by subway to the Old Town!<br /><br /><b>The space</b><br />Ground floor: Glass veranda entrance, kitchen, piano room and living room.<br />Upstairs: Master bedroom king size double bed (can be separated) with bathroom (shower and WC) and another bedroom. <br />Top floor: Studio bedroom with single bed, sofa, desk and fire escape.<br />Basement:  Tiled heated floors, bathroom with sauna, WC, and shower. Big bedroom with a double bed, a small desk, a fireplace and a cross trainer.<br /><br /><b>Guest access</b><br />The house was built 1926 as two separate properties with two entrances. The gardens are sepa"
17006375,70942841,Appartement I Bromma,Bromma,59.33409,17.94778,Entire home/apt,1000.0,181,2022-09-04,2.43,17,4.66,4.78,4.54,4.82,4.77,4.59,4.64,"3 room and kitchen close to inner city Close to nature, water and inner city life. Close to subway station Abrahamsberg, around 10 min to inner city with subway. Balcony facing a green area. The apartment is located at a blind alley so calm with almost no traffic. Double bed in master bedroom (160cm) and smaller bed (90cm) in the second bedroom. Wifi. Kitchen with dishwasher. Bathroom with heated floor. Laundry in the basement. Towels and bed sheets are included. Welcome!<br /><br /><b>Other things to note</b><br />You can watch tv on the apps installed (Netflix, HBO, SVT Play etc) or add more if needed. You can also stream via airplay to the tv from your cellphone."
17042544,36622692,Eva,Bromma,59.35987,17.95194,Entire home/apt,3000.0,12,2023-01-05,0.16,4,5.0,4.92,4.92,5.0,5.0,4.75,4.92,"Spacious family villa, 243 sqm (from 1906) w pool. Welcome to our beautiful large house from 1906! It's situated in Bromma and perfect for one or two families (3 fl, 243 sqm). There are 3 bedrooms on upper floor and a room for sleeping in the basement floor. On the entrance floor there is a large beautiful living room, spacious kitchen and a toilet. We have a large garden with a play house, trampoline, heated swimmingpool (28 dregrees C open from mid May to early September) and a large nice sitting area for eating/relaxing.<br /><br /><b>The space</b><br />Two families with kids can stay in our large house (243 square metres). We have one double bed, two single bed (one if these can be extended to a double bed), 2 adult extra beds, 1 mattress & 1 junior bed (160 cm). <br /><br />The large garden is nice for playing, eating and just relaxing. The outdoor swimming pool is private and you will be the only ones using it. The pool area is private, shielded and secluded.  You can enjoy the sun from morning to evening but there are also umbre"
17073334,33545089,Anna,Hägersten-Liljeholmen,59.30206,17.96947,Entire home/apt,1000.0,20,2023-01-05,0.31,4,4.74,4.53,4.47,4.95,4.95,4.89,4.63,"Välkomna till trivsam villa nära Stockholms City Mitt boende passar par och familjer (med barn).<br />Trädgård med parkeringsplats, terass och lekplats.<br />Nära till Stockholms city med t-bana ca 12 min.<br />Bad finns i närheten både i Mälaren och i pool.<br />Wi-fi finns. <br />Obs: Hushållet har då vi bor här hund. <br />Välkomna<br /><br /><b>The space</b><br />På landet och ändå närheten till Stockholms city.<br />Lugnt och tryggt område.<br /><br /><b>Guest access</b><br />Huset och trädgården.<br /><br /><b>Other things to note</b><br />Trädgården har staket runt om och gungor och leksaker för barnen. Terass med kvällssol och trädgårdsmöbler samt mindre grill. Promenadavstånd till bad både i Mälaren och pool samt till minigolfbana.<br />Med tunnelbanan tar det 12 minuter till centrala Stockholm."
17229248,116044429,Guven,Norrmalm,59.33708,18.05226,Private room,328.0,135,2023-02-21,1.82,8,4.84,4.88,4.84,4.91,4.85,4.87,4.77,"Longstay rental in the heart of Stockholm Have you been looking for a hotel located in central Stockholm. There prices are always low, regardless of the time of year and where you always have toilet and shower in the room?<br />You can now stop looking for a cheap hotel in Stockholm City. Welcome to Hotel Bema on Upland Road in Vasastan! We are 10 minutes from Central Station and by crossing the park next to you at Queen Street, Stockholm's longest pedestrian street filled with shopping and restaurants."
17236206,116105546,Michael,Södermalm,59.32489,18.07275,Private room,525.0,79,2023-03-05,1.06,10,4.86,4.94,4.73,4.9,4.87,4.96,4.95,"Calm and beautiful room in Gamla stan / Old town The bed is 1,20 m large, sometimes it fits even for a couple. I work very close to where I live, so I am flexible to meet you and hand over the keys once we agreed when exactly. <br />Please send a request, I will reply promptly.<br /><br /><b>The space</b><br />The Old town is small and has a very touristy part and a calm area.  My appartment is located very calm, 3rd floor what makes that it is very light and friendly. In front of your window will be one of the very few trees in the Old town.<br /><br /><b>Guest access</b><br />You'll have your own private room, we'll share living room, kitchen and bathroom.<br /><br /><b>Other things to note</b><br />I am musician, gay, curious by nature. I like to inspire and getting inspired."
17267426,1438604,Alina,Södermalm,59.31744,18.06195,Private room,600.0,19,2023-03-05,0.28,6,5.0,4.89,4.89,4.95,5.0,4.95,4.95,"Lovely historic apartment Under sommaren juni-aug föredrar vi gäster som stannar längre perioder.<br /><br />Sovrummet rymmer en person. Där finns en säng, 105cm, en garderob och en klädställning.<br /><br />Kök kombinerat med vardagsrum separerar mitt och ert sovrum. Lägenheten delas med mig och min pojkvän om/när han är på besök.<br /><br />Jag reser mycket och är inte hemma allt för ofta. Såklart finns jag trots det tillgänglig för tips och hjälp under er vistelse i Stockholm.<br /><br /><b>The space</b><br />Ni får använda ert rum, kök och badrum<br /><br /><b>Guest access</b><br />Internet<br />Gasspis<br />Tvättstuga<br />Gård med matplats (sommartid)"
17282454,30786360,David,Norrmalm,59.34463,18.04537,Private room,900.0,37,2023-03-15,0.51,10,4.89,4.94,4.64,4.94,4.94,4.97,4.78,"Nice room in big apartment, Stockholm City centre Bedroom for rent in a big beautiful 3 room apartment (two bedroom) in the middle of Stockholm city centre. <br /><br />I live in one of the bedroom and the other one is the guest room (we share the living room, kitchen and bathroom). I work a lot, going on business trips, going to gym and visit friends so it's a big chants that you will have the apartment for your self most of the time.<br /><br />The apartment is in the middle of Stockholm city centre. Just 1min walk to the subway and 15min walk to central station<br /><br /><b>The space</b><br />The apartment is located in Vasastan, super close to all communication, and walking distance to the beautiful Vasaparken (Park). You will have Lilla Ego opposite side of the street, Stockholm's famous restaurant. A bit further up the street, there is a lovely bakery.<br /><br /><b>Guest access</b><br />You will of course have full access to the kitchen, living room and bathroom."
